customer_id,timestamp,session_duration_seconds,device
0004-TLHLJ,2024-04-26 12:45:00,370,mobile
0004-TLHLJ,2024-05-04 04:45:16,818,desktop
0004-TLHLJ,2024-05-08 09:40:59,507,mobile
0004-TLHLJ,2024-05-09 03:52:18,551,mobile
0004-TLHLJ,2024-05-15 21:06:26,492,mobile
0004-TLHLJ,2024-05-17 08:51:35,728,mobile
0004-TLHLJ,2024-05-18 02:01:10,429,desktop
0004-TLHLJ,2024-05-20 02:11:57,534,mobile
0004-TLHLJ,2024-05-26 02:52:53,774,mobile
0004-TLHLJ,2024-05-30 17:17:08,911,mobile
0004-TLHLJ,2024-06-07 14:27:41,413,mobile
0004-TLHLJ,2024-06-10 23:53:15,409,mobile
0004-TLHLJ,2024-06-13 02:18:56,164,mobile
0004-TLHLJ,2024-06-13 11:07:50,494,mobile
0004-TLHLJ,2024-06-15 21:48:54,311,mobile
0004-TLHLJ,2024-06-19 01:40:27,694,mobile
0004-TLHLJ,2024-06-20 02:27:33,211,mobile
0004-TLHLJ,2024-06-21 06:20:26,424,mobile
0004-TLHLJ,2024-06-24 17:41:37,496,desktop
0004-TLHLJ,2024-06-27 04:54:06,243,mobile
0004-TLHLJ,2024-06-29 12:27:54,89,desktop
0011-IGKFF,2024-04-07 03:55:22,368,mobile
0011-IGKFF,2024-04-08 10:04:56,494,desktop
0011-IGKFF,2024-04-16 19:57:16,283,mobile
0011-IGKFF,2024-04-17 15:03:00,329,desktop
0011-IGKFF,2024-04-21 22:26:30,460,mobile
0011-IGKFF,2024-04-23 22:20:51,792,mobile
0011-IGKFF,2024-04-24 22:01:11,229,mobile
0011-IGKFF,2024-04-30 00:58:47,779,mobile
0011-IGKFF,2024-04-30 18:00:09,1039,desktop
0011-IGKFF,2024-05-07 18:58:52,521,mobile
0011-IGKFF,2024-05-21 17:43:57,309,tablet
0011-IGKFF,2024-06-30 22:54:18,228,mobile
0013-EXCHZ,2024-04-04 17:24:24,353,mobile
0013-EXCHZ,2024-04-08 13:22:34,342,desktop
0013-EXCHZ,2024-04-11 04:22:52,509,mobile
0013-EXCHZ,2024-04-13 05:58:13,425,desktop
0013-EXCHZ,2024-04-19 01:43:54,624,tablet
0013-EXCHZ,2024-04-21 11:32:33,613,mobile
0013-EXCHZ,2024-04-27 17:40:08,729,tablet
0013-EXCHZ,2024-05-02 01:05:35,668,mobile
0013-EXCHZ,2024-05-06 21:07:54,215,tablet
0013-EXCHZ,2024-05-11 01:59:41,469,tablet
0013-EXCHZ,2024-05-11 04:37:22,341,desktop
0013-EXCHZ,2024-05-11 21:04:29,615,mobile
0013-EXCHZ,2024-05-15 07:22:57,739,desktop
0013-EXCHZ,2024-05-16 03:18:28,262,mobile
0013-EXCHZ,2024-05-16 11:38:01,752,mobile
0013-EXCHZ,2024-06-02 14:32:17,318,desktop
0013-EXCHZ,2024-06-04 15:40:00,461,desktop
0013-EXCHZ,2024-06-15 01:08:19,633,mobile
0013-EXCHZ,2024-06-17 06:41:11,290,mobile
0013-EXCHZ,2024-06-17 10:21:11,547,mobile
0013-EXCHZ,2024-06-26 23:13:47,482,mobile
0013-MHZWF,2024-04-07 09:49:38,690,desktop
0013-MHZWF,2024-04-09 07:52:25,754,desktop
0013-MHZWF,2024-04-09 16:52:08,347,mobile
0013-MHZWF,2024-04-12 15:27:13,873,desktop
0013-MHZWF,2024-04-16 12:46:28,332,mobile
0013-MHZWF,2024-04-23 12:34:35,651,desktop
0013-MHZWF,2024-04-27 08:44:47,270,mobile
0013-MHZWF,2024-04-28 00:04:09,790,desktop
0013-MHZWF,2024-05-09 00:26:12,209,mobile
0013-MHZWF,2024-05-10 00:20:18,789,mobile
0013-MHZWF,2024-05-10 07:09:35,1096,mobile
0013-MHZWF,2024-05-27 15:42:34,490,mobile
0013-MHZWF,2024-05-27 16:27:54,828,mobile
0013-MHZWF,2024-06-05 23:29:02,516,desktop
0013-MHZWF,2024-06-19 19:17:30,258,desktop
0013-MHZWF,2024-06-24 07:02:35,150,mobile
0013-MHZWF,2024-06-29 05:14:03,223,desktop
0013-SMEOE,2024-04-03 08:21:56,402,desktop
0013-SMEOE,2024-04-10 19:32:20,479,mobile
0013-SMEOE,2024-04-12 12:11:27,596,mobile
0013-SMEOE,2024-04-19 19:31:16,494,mobile
0013-SMEOE,2024-04-24 22:18:17,813,desktop
0013-SMEOE,2024-04-29 03:57:44,603,desktop
0013-SMEOE,2024-05-07 21:27:42,354,mobile
0013-SMEOE,2024-05-14 10:10:01,1192,desktop
0013-SMEOE,2024-05-17 15:35:44,468,mobile
0013-SMEOE,2024-05-26 08:28:34,220,tablet
0013-SMEOE,2024-05-27 20:16:14,624,mobile
0013-SMEOE,2024-05-30 02:07:24,599,desktop
0013-SMEOE,2024-05-31 13:48:52,1135,mobile
0013-SMEOE,2024-06-14 05:42:29,397,mobile
0013-SMEOE,2024-06-14 10:12:18,181,mobile
0013-SMEOE,2024-06-14 21:42:18,291,mobile
0013-SMEOE,2024-06-20 10:01:27,443,desktop
0013-SMEOE,2024-06-21 02:58:22,254,mobile
0013-SMEOE,2024-06-23 15:42:00,395,mobile
0013-SMEOE,2024-06-25 17:09:49,348,mobile
0013-SMEOE,2024-06-26 19:13:15,311,mobile
0013-SMEOE,2024-06-29 19:07:06,223,mobile
0013-SMEOE,2024-06-30 18:42:47,120,mobile
0014-BMAQU,2024-04-04 11:40:55,1508,desktop
0014-BMAQU,2024-04-06 03:26:33,299,mobile
0014-BMAQU,2024-04-07 09:57:54,128,desktop
0014-BMAQU,2024-04-08 01:34:44,794,desktop
0014-BMAQU,2024-04-11 16:51:00,434,mobile
0014-BMAQU,2024-04-12 19:45:30,686,desktop
0014-BMAQU,2024-04-15 11:28:01,262,mobile
0014-BMAQU,2024-04-23 11:09:49,1066,mobile
0014-BMAQU,2024-04-27 09:51:47,279,mobile
0014-BMAQU,2024-04-30 11:15:17,572,mobile
0014-BMAQU,2024-05-01 08:49:14,829,mobile
0014-BMAQU,2024-05-02 10:22:59,139,mobile
0014-BMAQU,2024-05-03 06:25:32,197,mobile
0014-BMAQU,2024-05-09 04:48:35,365,desktop
0014-BMAQU,2024-05-11 23:35:35,406,mobile
0014-BMAQU,2024-05-12 18:38:38,545,mobile
0014-BMAQU,2024-05-20 22:44:48,575,tablet
0014-BMAQU,2024-05-21 14:49:05,462,desktop
0014-BMAQU,2024-05-22 19:53:33,263,desktop
0014-BMAQU,2024-05-25 00:45:16,1059,tablet
0014-BMAQU,2024-05-26 10:11:02,303,mobile
0014-BMAQU,2024-05-28 20:46:16,1115,mobile
0014-BMAQU,2024-05-29 03:10:24,202,mobile
0014-BMAQU,2024-06-10 01:16:05,540,mobile
0014-BMAQU,2024-06-19 23:51:42,935,desktop
0014-BMAQU,2024-06-20 01:14:31,766,mobile
0014-BMAQU,2024-06-24 10:42:05,475,desktop
0014-BMAQU,2024-06-27 10:49:20,637,mobile
0014-BMAQU,2024-06-29 05:34:28,1049,mobile
0014-BMAQU,2024-06-29 18:28:07,168,tablet
0015-UOCOJ,2024-04-08 06:29:38,254,desktop
0015-UOCOJ,2024-04-15 18:29:00,433,mobile
0015-UOCOJ,2024-04-24 20:14:20,776,desktop
0015-UOCOJ,2024-04-26 20:21:29,215,mobile
0015-UOCOJ,2024-04-28 17:11:23,611,desktop
0015-UOCOJ,2024-05-02 22:05:07,414,mobile
0015-UOCOJ,2024-05-03 00:22:24,339,mobile
0015-UOCOJ,2024-05-11 14:41:23,290,desktop
0015-UOCOJ,2024-05-12 17:40:01,478,desktop
0015-UOCOJ,2024-05-16 12:40:46,365,tablet
0015-UOCOJ,2024-05-17 03:09:18,233,desktop
0015-UOCOJ,2024-05-21 13:21:12,622,mobile
0015-UOCOJ,2024-05-21 20:18:20,531,mobile
0015-UOCOJ,2024-05-24 17:32:32,1513,desktop
0015-UOCOJ,2024-05-29 18:52:33,429,mobile
0015-UOCOJ,2024-05-31 16:21:20,237,mobile
0015-UOCOJ,2024-06-05 20:14:56,1230,desktop
0015-UOCOJ,2024-06-06 20:28:44,249,mobile
0015-UOCOJ,2024-06-09 07:40:58,1219,tablet
0015-UOCOJ,2024-06-12 12:04:18,201,tablet
0015-UOCOJ,2024-06-14 16:26:07,491,desktop
0015-UOCOJ,2024-06-17 00:19:05,422,mobile
0015-UOCOJ,2024-06-27 19:53:49,239,mobile
0016-QLJIS,2024-04-02 13:37:47,919,desktop
0016-QLJIS,2024-04-08 11:20:38,653,mobile
0016-QLJIS,2024-04-20 01:58:14,735,mobile
0016-QLJIS,2024-04-21 02:16:57,456,mobile
0016-QLJIS,2024-04-26 16:20:17,345,desktop
0016-QLJIS,2024-04-26 18:48:37,963,tablet
0016-QLJIS,2024-04-27 07:24:21,348,mobile
0016-QLJIS,2024-05-03 15:55:05,713,mobile
0016-QLJIS,2024-05-06 21:30:23,662,desktop
0016-QLJIS,2024-05-07 08:21:01,377,mobile
0016-QLJIS,2024-05-11 14:41:09,443,mobile
0016-QLJIS,2024-05-28 12:54:40,453,desktop
0016-QLJIS,2024-06-03 22:04:56,690,mobile
0016-QLJIS,2024-06-04 14:53:48,316,mobile
0016-QLJIS,2024-06-05 06:33:15,1010,mobile
0016-QLJIS,2024-06-07 20:19:11,403,mobile
0016-QLJIS,2024-06-09 17:45:52,189,mobile
0016-QLJIS,2024-06-18 21:06:26,511,mobile
0016-QLJIS,2024-06-23 22:16:41,740,mobile
0016-QLJIS,2024-06-28 22:32:24,1012,mobile
0017-DINOC,2024-04-10 08:42:59,630,mobile
0017-DINOC,2024-04-22 11:08:31,410,desktop
0017-DINOC,2024-04-23 17:00:40,253,desktop
0017-DINOC,2024-05-09 15:00:42,221,mobile
0017-DINOC,2024-05-10 23:11:33,792,mobile
0017-DINOC,2024-05-21 10:09:39,302,tablet
0017-DINOC,2024-05-23 21:00:43,1647,desktop
0017-DINOC,2024-05-25 00:37:52,1066,mobile
0017-DINOC,2024-05-30 17:17:32,205,mobile
0017-DINOC,2024-06-02 03:13:34,881,desktop
0017-DINOC,2024-06-05 07:53:45,297,desktop
0017-DINOC,2024-06-20 22:40:01,906,mobile
0017-DINOC,2024-06-20 23:50:39,527,desktop
0017-IUDMW,2024-04-06 08:03:17,278,desktop
0017-IUDMW,2024-04-10 01:24:34,249,desktop
0017-IUDMW,2024-04-11 01:09:43,511,mobile
0017-IUDMW,2024-04-19 12:23:16,297,desktop
0017-IUDMW,2024-04-22 17:31:48,466,mobile
0017-IUDMW,2024-04-24 16:49:48,427,desktop
0017-IUDMW,2024-05-02 13:11:13,419,mobile
0017-IUDMW,2024-05-02 20:54:48,424,desktop
0017-IUDMW,2024-05-03 21:34:03,744,mobile
0017-IUDMW,2024-05-04 07:55:33,193,desktop
0017-IUDMW,2024-05-09 11:16:21,654,mobile
0017-IUDMW,2024-05-14 16:49:20,309,desktop
0017-IUDMW,2024-05-21 02:40:21,417,mobile
0017-IUDMW,2024-05-22 08:18:06,442,desktop
0017-IUDMW,2024-05-25 18:33:19,679,mobile
0017-IUDMW,2024-05-28 20:33:02,537,tablet
0017-IUDMW,2024-06-03 22:34:24,488,mobile
0017-IUDMW,2024-06-03 23:01:24,1629,tablet
0017-IUDMW,2024-06-11 23:48:21,1091,mobile
0017-IUDMW,2024-06-14 19:19:11,517,mobile
0018-NYROU,2024-04-02 11:51:33,363,desktop
0018-NYROU,2024-04-02 14:13:21,570,desktop
0018-NYROU,2024-04-02 20:42:33,1105,desktop
0018-NYROU,2024-04-12 18:34:54,595,mobile
0018-NYROU,2024-04-13 12:59:55,743,mobile
0018-NYROU,2024-04-18 07:15:12,792,mobile
0018-NYROU,2024-04-19 22:54:50,639,tablet
0018-NYROU,2024-04-22 23:02:32,923,mobile
0018-NYROU,2024-04-23 01:34:25,298,mobile
0018-NYROU,2024-04-30 09:28:16,799,mobile
0018-NYROU,2024-05-03 06:57:59,327,desktop
0018-NYROU,2024-05-05 11:24:27,156,mobile
0018-NYROU,2024-05-08 13:56:28,450,mobile
0018-NYROU,2024-05-09 23:30:41,655,mobile
0018-NYROU,2024-05-11 13:33:20,528,desktop
0018-NYROU,2024-05-13 06:19:11,367,tablet
0018-NYROU,2024-05-14 14:17:54,333,desktop
0018-NYROU,2024-05-14 14:57:49,304,mobile
0018-NYROU,2024-05-22 03:17:07,313,mobile
0018-NYROU,2024-05-24 14:33:40,849,mobile
0018-NYROU,2024-05-25 15:18:28,411,desktop
0018-NYROU,2024-05-26 13:14:38,407,desktop
0018-NYROU,2024-05-31 13:33:55,706,mobile
0018-NYROU,2024-06-13 05:21:37,540,mobile
0018-NYROU,2024-06-14 16:25:32,155,mobile
0018-NYROU,2024-06-18 12:32:15,585,desktop
0018-NYROU,2024-06-19 12:56:26,271,mobile
0018-NYROU,2024-06-23 05:20:48,181,tablet
0018-NYROU,2024-06-23 13:09:19,237,mobile
0018-NYROU,2024-06-28 01:31:10,145,mobile
0019-EFAEP,2024-04-04 22:13:18,510,mobile
0019-EFAEP,2024-04-07 00:08:29,693,tablet
0019-EFAEP,2024-04-08 18:22:11,111,mobile
0019-EFAEP,2024-04-10 11:14:22,467,desktop
0019-EFAEP,2024-04-12 21:16:54,675,desktop
0019-EFAEP,2024-04-13 01:34:15,560,desktop
0019-EFAEP,2024-04-15 18:47:48,435,mobile
0019-EFAEP,2024-04-15 20:05:02,178,mobile
0019-EFAEP,2024-04-19 09:52:10,537,mobile
0019-EFAEP,2024-04-29 08:11:17,1011,desktop
0019-EFAEP,2024-05-07 06:27:54,490,mobile
0019-EFAEP,2024-05-08 20:30:34,984,mobile
0019-EFAEP,2024-05-13 17:29:31,576,desktop
0019-EFAEP,2024-05-16 03:13:22,416,mobile
0019-EFAEP,2024-05-22 07:18:42,324,desktop
0019-EFAEP,2024-05-23 01:02:10,587,mobile
0019-EFAEP,2024-05-27 02:49:18,251,desktop
0019-EFAEP,2024-05-30 17:38:29,735,mobile
0019-EFAEP,2024-05-31 20:50:58,433,desktop
0019-EFAEP,2024-06-06 11:28:23,539,mobile
0019-EFAEP,2024-06-07 12:48:46,672,mobile
0019-EFAEP,2024-06-15 11:16:31,528,mobile
0019-EFAEP,2024-06-25 04:34:40,192,desktop
0019-EFAEP,2024-06-29 22:02:07,244,mobile
0019-GFNTW,2024-04-02 00:36:16,299,tablet
0019-GFNTW,2024-04-03 09:43:08,553,tablet
0019-GFNTW,2024-04-06 01:57:29,778,mobile
0019-GFNTW,2024-04-06 14:39:13,1029,mobile
0019-GFNTW,2024-04-06 15:31:33,765,desktop
0019-GFNTW,2024-04-08 17:13:08,281,desktop
0019-GFNTW,2024-04-13 00:27:39,525,mobile
0019-GFNTW,2024-04-14 15:12:45,571,tablet
0019-GFNTW,2024-04-15 05:59:20,750,mobile
0019-GFNTW,2024-04-25 03:27:47,891,mobile
0019-GFNTW,2024-04-27 20:46:59,903,desktop
0019-GFNTW,2024-04-29 13:52:15,355,tablet
0019-GFNTW,2024-05-03 08:48:17,209,desktop
0019-GFNTW,2024-05-07 11:02:15,898,mobile
0019-GFNTW,2024-05-13 07:00:23,1224,desktop
0019-GFNTW,2024-05-14 08:53:50,818,desktop
0019-GFNTW,2024-05-14 09:01:45,627,mobile
0019-GFNTW,2024-05-15 03:52:37,478,mobile
0019-GFNTW,2024-05-21 05:29:07,257,mobile
0019-GFNTW,2024-05-21 22:59:03,671,mobile
0019-GFNTW,2024-05-30 06:59:44,275,desktop
0019-GFNTW,2024-06-01 05:27:15,709,desktop
0019-GFNTW,2024-06-01 17:49:01,265,mobile
0019-GFNTW,2024-06-05 14:44:48,496,mobile
0019-GFNTW,2024-06-06 09:45:24,331,desktop
0019-GFNTW,2024-06-10 10:55:30,298,mobile
0019-GFNTW,2024-06-18 01:26:22,359,desktop
0019-GFNTW,2024-06-20 18:14:31,201,desktop
0020-INWCK,2024-04-05 08:39:36,1531,mobile
0020-INWCK,2024-05-02 07:05:56,919,mobile
0020-INWCK,2024-05-21 21:18:32,591,desktop
0020-INWCK,2024-05-27 10:09:59,502,mobile
0020-INWCK,2024-05-29 13:25:58,471,desktop
0020-INWCK,2024-05-29 20:15:38,626,mobile
0020-INWCK,2024-06-03 15:08:13,768,desktop
0020-INWCK,2024-06-04 11:50:41,482,mobile
0020-INWCK,2024-06-20 22:11:12,680,mobile
0020-INWCK,2024-06-22 06:01:19,525,tablet
0020-JDNXP,2024-04-13 09:11:22,710,desktop
0020-JDNXP,2024-04-14 08:06:02,407,desktop
0020-JDNXP,2024-04-22 20:54:36,1338,mobile
0020-JDNXP,2024-04-25 14:39:04,314,mobile
0020-JDNXP,2024-04-27 05:11:12,349,desktop
0020-JDNXP,2024-05-01 05:12:50,1041,mobile
0020-JDNXP,2024-05-03 20:14:35,846,mobile
0020-JDNXP,2024-05-05 16:12:29,657,desktop
0020-JDNXP,2024-05-07 22:24:29,349,mobile
0020-JDNXP,2024-05-11 01:32:21,503,desktop
0020-JDNXP,2024-05-12 13:29:53,207,mobile
0020-JDNXP,2024-05-20 10:33:30,557,mobile
0020-JDNXP,2024-05-21 23:51:04,186,desktop
0020-JDNXP,2024-05-29 02:06:58,307,desktop
0020-JDNXP,2024-05-30 06:11:45,1314,mobile
0020-JDNXP,2024-06-25 14:39:46,229,mobile
0020-JDNXP,2024-06-25 15:16:43,356,mobile
0020-JDNXP,2024-06-26 06:59:41,146,mobile
0021-IKXGC,2024-04-08 15:40:44,440,tablet
0021-IKXGC,2024-04-11 02:48:23,412,mobile
0021-IKXGC,2024-04-22 06:38:55,667,desktop
0021-IKXGC,2024-05-06 18:37:07,465,desktop
0021-IKXGC,2024-05-07 01:28:19,610,mobile
0021-IKXGC,2024-05-26 17:25:20,273,mobile
0021-IKXGC,2024-06-05 16:31:13,412,mobile
0021-IKXGC,2024-06-12 16:40:55,208,mobile
0021-IKXGC,2024-06-17 20:18:01,919,mobile
0021-IKXGC,2024-06-24 17:14:22,975,mobile
0021-IKXGC,2024-06-29 08:00:11,679,mobile
0022-TCJCI,2024-04-04 23:06:34,350,mobile
0022-TCJCI,2024-04-07 09:36:04,418,mobile
0022-TCJCI,2024-04-15 21:04:34,489,desktop
0022-TCJCI,2024-04-19 21:22:49,175,desktop
0022-TCJCI,2024-04-20 00:58:56,645,mobile
0022-TCJCI,2024-04-22 21:59:56,1199,mobile
0022-TCJCI,2024-04-25 09:54:20,314,mobile
0022-TCJCI,2024-04-26 11:59:54,493,mobile
0022-TCJCI,2024-04-27 18:48:29,272,mobile
0022-TCJCI,2024-05-10 21:11:58,596,mobile
0022-TCJCI,2024-05-14 15:01:55,479,desktop
0022-TCJCI,2024-05-15 06:20:21,1000,tablet
0022-TCJCI,2024-05-25 22:52:13,573,desktop
0022-TCJCI,2024-05-26 01:04:34,612,mobile
0022-TCJCI,2024-06-02 21:44:48,1045,desktop
0022-TCJCI,2024-06-06 12:49:27,634,mobile
0022-TCJCI,2024-06-06 18:06:12,171,mobile
0022-TCJCI,2024-06-09 18:49:26,642,mobile
0022-TCJCI,2024-06-10 09:18:08,423,mobile
0022-TCJCI,2024-06-13 15:10:20,902,desktop
0022-TCJCI,2024-06-14 14:45:22,796,mobile
0022-TCJCI,2024-06-14 22:41:16,259,mobile
0022-TCJCI,2024-06-17 23:55:59,847,mobile
0022-TCJCI,2024-06-20 12:33:47,287,tablet
0022-TCJCI,2024-06-30 05:14:48,877,mobile
0023-HGHWL,2024-04-02 22:03:28,316,desktop
0023-HGHWL,2024-04-04 04:52:04,454,mobile
0023-HGHWL,2024-04-06 10:06:21,434,mobile
0023-HGHWL,2024-04-07 18:40:56,422,tablet
0023-HGHWL,2024-04-10 03:41:00,208,mobile
0023-HGHWL,2024-04-12 19:56:16,484,mobile
0023-HGHWL,2024-04-16 06:42:59,594,tablet
0023-HGHWL,2024-04-18 08:40:15,338,mobile
0023-HGHWL,2024-04-20 03:46:15,405,desktop
0023-HGHWL,2024-04-22 23:19:19,1027,mobile
0023-HGHWL,2024-04-23 11:27:27,954,desktop
0023-HGHWL,2024-04-24 10:58:13,526,desktop
0023-HGHWL,2024-04-25 04:34:19,1427,desktop
0023-HGHWL,2024-05-02 16:45:01,375,mobile
0023-HGHWL,2024-05-04 18:03:15,1443,mobile
0023-HGHWL,2024-05-08 14:30:34,1088,mobile
0023-HGHWL,2024-05-18 23:34:27,330,desktop
0023-HGHWL,2024-05-19 02:41:38,551,desktop
0023-HGHWL,2024-05-24 13:39:16,547,desktop
0023-HGHWL,2024-05-26 05:46:34,274,desktop
0023-HGHWL,2024-05-30 15:35:09,616,desktop
0023-HGHWL,2024-06-01 03:34:24,791,mobile
0023-HGHWL,2024-06-03 22:53:59,619,desktop
0023-HGHWL,2024-06-09 12:25:43,131,mobile
0023-HGHWL,2024-06-12 04:28:05,403,mobile
0023-HGHWL,2024-06-18 17:04:39,287,mobile
0023-HGHWL,2024-06-19 06:59:02,207,mobile
0023-HGHWL,2024-06-21 01:42:26,804,desktop
0023-HGHWL,2024-06-29 06:57:02,639,desktop
0023-HGHWL,2024-06-30 12:51:55,883,mobile
0023-UYUPN,2024-04-02 08:41:40,468,mobile
0023-UYUPN,2024-04-02 12:02:53,347,desktop
0023-UYUPN,2024-04-12 01:21:31,759,desktop
0023-UYUPN,2024-04-14 00:59:51,1297,mobile
0023-UYUPN,2024-04-15 23:36:15,413,desktop
0023-UYUPN,2024-04-19 12:09:27,333,mobile
0023-UYUPN,2024-04-22 20:57:07,624,mobile
0023-UYUPN,2024-04-28 06:53:15,653,desktop
0023-UYUPN,2024-05-07 11:37:14,678,mobile
0023-UYUPN,2024-05-09 14:17:31,1020,mobile
0023-UYUPN,2024-05-19 11:15:35,826,mobile
0023-UYUPN,2024-05-21 05:49:55,525,mobile
0023-UYUPN,2024-05-23 02:17:22,370,desktop
0023-UYUPN,2024-05-23 21:41:56,531,desktop
0023-UYUPN,2024-05-26 16:13:39,439,desktop
0023-UYUPN,2024-05-28 00:49:02,451,desktop
0023-UYUPN,2024-06-01 07:29:58,248,desktop
0023-UYUPN,2024-06-17 01:12:22,292,desktop
0023-XUOPT,2024-04-03 14:46:10,342,mobile
0023-XUOPT,2024-04-03 19:18:16,264,tablet
0023-XUOPT,2024-04-04 06:18:22,212,mobile
0023-XUOPT,2024-04-05 07:13:23,196,mobile
0023-XUOPT,2024-04-23 08:25:00,256,tablet
0023-XUOPT,2024-04-28 22:10:18,692,desktop
0023-XUOPT,2024-05-07 04:02:18,478,desktop
0023-XUOPT,2024-05-09 19:01:45,326,mobile
0023-XUOPT,2024-05-13 12:17:20,1005,desktop
0023-XUOPT,2024-05-15 13:24:58,1910,mobile
0023-XUOPT,2024-05-17 04:35:13,487,tablet
0023-XUOPT,2024-05-18 09:14:17,432,tablet
0023-XUOPT,2024-05-24 01:06:38,860,desktop
0023-XUOPT,2024-05-25 12:27:03,387,mobile
0023-XUOPT,2024-05-25 20:22:04,253,desktop
0023-XUOPT,2024-05-28 12:33:53,1188,desktop
0023-XUOPT,2024-05-29 15:02:44,713,desktop
0023-XUOPT,2024-06-01 03:32:25,431,mobile
0023-XUOPT,2024-06-03 09:56:37,749,mobile
0023-XUOPT,2024-06-13 13:20:25,588,mobile
0023-XUOPT,2024-06-19 10:46:12,346,desktop
0023-XUOPT,2024-06-28 08:31:08,304,mobile
0023-XUOPT,2024-06-28 12:16:16,256,mobile
0027-KWYKW,2024-04-06 09:03:37,275,desktop
0027-KWYKW,2024-04-09 05:54:50,220,desktop
0027-KWYKW,2024-04-21 12:23:23,320,mobile
0027-KWYKW,2024-04-28 16:11:00,767,desktop
0027-KWYKW,2024-05-01 21:52:44,548,desktop
0027-KWYKW,2024-05-08 04:26:30,558,desktop
0027-KWYKW,2024-05-17 22:37:36,1023,mobile
0027-KWYKW,2024-05-20 01:51:46,366,tablet
0027-KWYKW,2024-05-22 14:57:57,589,desktop
0027-KWYKW,2024-06-04 10:40:26,728,mobile
0027-KWYKW,2024-06-13 15:48:33,303,mobile
0027-KWYKW,2024-06-15 05:05:11,152,desktop
0027-KWYKW,2024-06-16 09:32:58,319,desktop
0027-KWYKW,2024-06-16 22:09:30,532,mobile
0027-KWYKW,2024-06-21 20:37:43,306,mobile
0027-KWYKW,2024-06-25 08:48:58,136,mobile
0027-KWYKW,2024-06-29 23:18:14,265,mobile
0030-FNXPP,2024-04-07 16:01:03,327,desktop
0030-FNXPP,2024-04-08 07:05:30,529,desktop
0030-FNXPP,2024-04-11 04:30:08,704,mobile
0030-FNXPP,2024-04-13 18:39:12,657,mobile
0030-FNXPP,2024-04-29 01:05:05,533,mobile
0030-FNXPP,2024-04-30 05:31:19,328,mobile
0030-FNXPP,2024-05-07 01:40:13,561,mobile
0030-FNXPP,2024-05-09 16:50:12,402,tablet
0030-FNXPP,2024-05-10 01:57:57,318,mobile
0030-FNXPP,2024-05-10 18:16:52,331,mobile
0030-FNXPP,2024-05-11 04:24:11,305,mobile
0030-FNXPP,2024-05-13 16:41:02,370,mobile
0030-FNXPP,2024-05-14 22:41:22,817,mobile
0030-FNXPP,2024-05-15 13:00:40,329,mobile
0030-FNXPP,2024-05-15 23:03:45,408,mobile
0030-FNXPP,2024-05-18 03:19:21,522,mobile
0030-FNXPP,2024-05-18 13:35:46,483,mobile
0030-FNXPP,2024-05-21 08:11:05,474,mobile
0030-FNXPP,2024-05-21 16:38:15,653,mobile
0030-FNXPP,2024-05-24 15:57:42,881,desktop
0030-FNXPP,2024-05-25 12:53:22,620,mobile
0030-FNXPP,2024-06-06 22:53:08,716,mobile
0030-FNXPP,2024-06-11 20:12:21,537,desktop
0030-FNXPP,2024-06-18 19:32:07,463,mobile
0030-FNXPP,2024-06-26 15:03:54,739,desktop
0030-FNXPP,2024-06-26 18:24:17,435,desktop
