customer_id,timestamp,feature_name,usage_count
0013-SMEOE,2024-05-11 12:44:22,DeviceProtection,4
0013-SMEOE,2024-05-15 07:31:56,StreamingMovies,3
0013-SMEOE,2024-05-16 03:04:00,DeviceProtection,9
0013-SMEOE,2024-05-17 20:40:48,OnlineBackup,6
0013-SMEOE,2024-05-17 20:57:08,DeviceProtection,12
0013-SMEOE,2024-05-20 10:46:43,OnlineBackup,6
0013-SMEOE,2024-05-20 13:31:28,StreamingMovies,9
0013-SMEOE,2024-05-20 22:36:11,StreamingMovies,8
0013-SMEOE,2024-05-23 01:39:30,OnlineSecurity,8
0013-SMEOE,2024-05-23 06:15:22,StreamingTV,2
0013-SMEOE,2024-05-23 06:58:31,OnlineSecurity,5
0013-SMEOE,2024-05-24 01:53:36,OnlineBackup,6
0013-SMEOE,2024-05-25 03:59:48,StreamingMovies,10
0013-SMEOE,2024-05-25 17:12:00,TechSupport,9
0013-SMEOE,2024-05-26 19:08:45,OnlineBackup,6
0013-SMEOE,2024-05-27 10:48:06,OnlineBackup,9
0013-SMEOE,2024-05-30 21:40:17,OnlineBackup,8
0013-SMEOE,2024-05-31 08:02:20,OnlineBackup,10
0013-SMEOE,2024-06-01 10:09:09,StreamingTV,5
0013-SMEOE,2024-06-05 01:32:49,StreamingTV,6
0013-SMEOE,2024-06-05 03:14:38,StreamingTV,5
0013-SMEOE,2024-06-06 03:09:20,StreamingMovies,11
0013-SMEOE,2024-06-06 08:08:29,OnlineSecurity,4
0013-SMEOE,2024-06-07 03:33:09,OnlineSecurity,5
0013-SMEOE,2024-06-07 10:27:59,StreamingMovies,11
0013-SMEOE,2024-06-07 14:55:46,DeviceProtection,10
0013-SMEOE,2024-06-07 22:14:14,StreamingTV,4
0013-SMEOE,2024-06-07 23:53:18,DeviceProtection,11
0013-SMEOE,2024-06-08 09:05:59,OnlineSecurity,5
0013-SMEOE,2024-06-11 21:09:09,OnlineBackup,6
0013-SMEOE,2024-06-12 04:15:31,DeviceProtection,9
0013-SMEOE,2024-06-13 01:59:15,StreamingMovies,8
0013-SMEOE,2024-06-13 05:56:24,DeviceProtection,4
0013-SMEOE,2024-06-13 11:03:08,StreamingTV,5
0013-SMEOE,2024-06-16 16:06:23,StreamingTV,5
0013-SMEOE,2024-06-17 02:45:01,StreamingTV,9
0013-SMEOE,2024-06-17 12:16:19,OnlineBackup,5
0013-SMEOE,2024-06-17 14:39:26,StreamingTV,9
0013-SMEOE,2024-06-24 03:37:48,DeviceProtection,8
0013-SMEOE,2024-06-25 11:06:14,OnlineSecurity,7
0013-SMEOE,2024-06-26 04:53:20,StreamingMovies,8
0013-SMEOE,2024-06-26 15:14:08,OnlineSecurity,8
0013-SMEOE,2024-06-27 03:05:41,OnlineBackup,11
0013-SMEOE,2024-06-28 04:42:43,DeviceProtection,8
0013-SMEOE,2024-06-28 11:04:00,OnlineBackup,11
0013-SMEOE,2024-06-30 06:26:05,DeviceProtection,8
0014-BMAQU,2024-04-06 03:03:48,OnlineSecurity,9
0014-BMAQU,2024-04-08 19:29:45,TechSupport,10
0014-BMAQU,2024-04-10 04:10:05,TechSupport,8
0014-BMAQU,2024-04-10 07:01:34,OnlineSecurity,14
0014-BMAQU,2024-04-10 22:03:05,OnlineSecurity,1
0014-BMAQU,2024-04-18 15:19:35,OnlineSecurity,7
0014-BMAQU,2024-04-21 13:56:35,OnlineSecurity,7
0014-BMAQU,2024-04-22 23:08:12,OnlineSecurity,7
0014-BMAQU,2024-04-25 22:25:27,OnlineSecurity,6
0014-BMAQU,2024-04-27 03:10:28,TechSupport,6
0014-BMAQU,2024-04-29 22:57:18,OnlineSecurity,5
0014-BMAQU,2024-05-06 13:02:12,OnlineSecurity,7
0014-BMAQU,2024-05-18 00:49:15,OnlineSecurity,7
0014-BMAQU,2024-05-20 15:20:22,TechSupport,8
0014-BMAQU,2024-05-21 13:51:33,TechSupport,5
0014-BMAQU,2024-06-10 15:23:48,TechSupport,9
0014-BMAQU,2024-06-17 09:29:23,TechSupport,6
0014-BMAQU,2024-06-23 23:35:10,TechSupport,8
0015-UOCOJ,2024-04-12 00:28:00,OnlineSecurity,13
0015-UOCOJ,2024-04-19 00:31:16,OnlineSecurity,9
0015-UOCOJ,2024-04-21 14:24:11,OnlineSecurity,5
0015-UOCOJ,2024-04-23 11:00:09,OnlineSecurity,9
0015-UOCOJ,2024-04-26 18:30:25,OnlineSecurity,9
0015-UOCOJ,2024-04-28 05:12:07,OnlineSecurity,4
0015-UOCOJ,2024-05-07 01:43:07,OnlineSecurity,7
0015-UOCOJ,2024-05-13 07:07:30,OnlineSecurity,7
0015-UOCOJ,2024-06-02 18:34:37,OnlineSecurity,3
0015-UOCOJ,2024-06-04 08:11:29,OnlineSecurity,4
0015-UOCOJ,2024-06-05 09:42:35,OnlineSecurity,13
0015-UOCOJ,2024-06-16 20:39:39,OnlineSecurity,5
0015-UOCOJ,2024-06-27 11:46:31,OnlineSecurity,12
0016-QLJIS,2024-04-02 03:13:51,DeviceProtection,4
0016-QLJIS,2024-04-05 07:49:32,OnlineSecurity,9
0016-QLJIS,2024-04-05 12:07:26,StreamingTV,7
0016-QLJIS,2024-04-07 21:50:27,StreamingTV,6
0016-QLJIS,2024-04-11 17:28:06,OnlineBackup,5
0016-QLJIS,2024-04-12 17:25:02,TechSupport,7
0016-QLJIS,2024-04-14 23:27:32,StreamingMovies,6
0016-QLJIS,2024-04-15 08:49:41,StreamingMovies,12
0016-QLJIS,2024-04-16 11:19:11,StreamingTV,7
0016-QLJIS,2024-04-21 18:18:28,StreamingTV,4
0016-QLJIS,2024-04-21 19:22:34,OnlineBackup,7
0016-QLJIS,2024-04-26 01:05:25,StreamingTV,7
0016-QLJIS,2024-04-27 11:16:19,OnlineBackup,7
0016-QLJIS,2024-05-03 13:43:39,OnlineSecurity,6
0016-QLJIS,2024-05-06 18:05:01,DeviceProtection,6
0016-QLJIS,2024-05-10 04:20:30,StreamingMovies,8
0016-QLJIS,2024-05-10 05:56:28,DeviceProtection,10
0016-QLJIS,2024-05-11 06:25:27,StreamingTV,6
0016-QLJIS,2024-05-11 12:34:19,StreamingMovies,7
0016-QLJIS,2024-05-14 03:46:45,OnlineBackup,9
0016-QLJIS,2024-05-14 13:41:42,StreamingTV,9
0016-QLJIS,2024-05-14 16:17:26,OnlineBackup,8
0016-QLJIS,2024-05-15 03:50:25,StreamingMovies,4
0016-QLJIS,2024-05-18 00:48:28,TechSupport,13
0016-QLJIS,2024-05-21 06:31:16,DeviceProtection,9
0016-QLJIS,2024-05-21 10:06:10,OnlineBackup,6
0016-QLJIS,2024-05-22 03:39:26,OnlineSecurity,7
0016-QLJIS,2024-05-25 10:27:43,TechSupport,7
0016-QLJIS,2024-05-25 15:39:31,OnlineSecurity,6
0016-QLJIS,2024-05-29 06:12:54,StreamingTV,9
0016-QLJIS,2024-05-29 18:30:02,StreamingMovies,2
0016-QLJIS,2024-05-29 19:11:50,OnlineSecurity,7
0016-QLJIS,2024-05-30 15:09:05,DeviceProtection,6
0016-QLJIS,2024-05-31 03:13:50,StreamingMovies,6
0016-QLJIS,2024-06-01 03:35:00,TechSupport,8
0016-QLJIS,2024-06-07 03:03:30,StreamingTV,5
0016-QLJIS,2024-06-09 00:33:58,DeviceProtection,7
0016-QLJIS,2024-06-11 15:29:18,OnlineSecurity,5
0016-QLJIS,2024-06-12 17:59:12,DeviceProtection,8
0016-QLJIS,2024-06-13 17:36:29,DeviceProtection,7
0016-QLJIS,2024-06-14 00:05:01,StreamingMovies,5
0016-QLJIS,2024-06-16 07:34:18,DeviceProtection,6
0016-QLJIS,2024-06-17 21:50:41,OnlineSecurity,4
0016-QLJIS,2024-06-21 00:00:17,StreamingMovies,5
0016-QLJIS,2024-06-22 19:52:13,TechSupport,7
0016-QLJIS,2024-06-22 22:54:36,DeviceProtection,4
0016-QLJIS,2024-06-25 10:23:42,StreamingMovies,8
0016-QLJIS,2024-06-26 00:50:07,StreamingMovies,6
0016-QLJIS,2024-06-27 13:32:09,StreamingTV,7
0017-DINOC,2024-04-02 00:04:14,StreamingTV,3
0017-DINOC,2024-04-06 05:46:15,OnlineSecurity,5
0017-DINOC,2024-04-18 14:26:43,TechSupport,10
0017-DINOC,2024-04-21 17:08:40,TechSupport,10
0017-DINOC,2024-04-22 04:45:47,OnlineSecurity,11
0017-DINOC,2024-04-22 05:22:14,OnlineSecurity,9
0017-DINOC,2024-04-23 10:54:10,TechSupport,6
0017-DINOC,2024-04-26 15:02:59,OnlineSecurity,2
0017-DINOC,2024-04-29 02:41:53,TechSupport,6
0017-DINOC,2024-05-02 09:00:35,OnlineSecurity,6
0017-DINOC,2024-05-06 20:28:59,TechSupport,4
0017-DINOC,2024-05-10 01:59:29,TechSupport,10
0017-DINOC,2024-05-13 03:01:26,TechSupport,3
0017-DINOC,2024-05-14 05:25:32,TechSupport,2
0017-DINOC,2024-05-14 11:18:55,StreamingTV,8
0017-DINOC,2024-05-19 05:11:46,StreamingTV,9
0017-DINOC,2024-05-20 02:59:30,TechSupport,5
0017-DINOC,2024-05-20 13:54:49,OnlineSecurity,3
0017-DINOC,2024-05-23 04:39:02,TechSupport,8
0017-DINOC,2024-05-27 07:17:58,StreamingTV,5
0017-DINOC,2024-05-29 23:06:04,OnlineSecurity,8
0017-DINOC,2024-06-05 14:30:17,TechSupport,5
0017-DINOC,2024-06-06 00:25:27,StreamingTV,9
0017-DINOC,2024-06-08 14:10:34,OnlineSecurity,3
0017-DINOC,2024-06-09 13:05:34,TechSupport,8
0017-DINOC,2024-06-09 22:56:15,OnlineSecurity,9
0017-DINOC,2024-06-12 20:00:02,TechSupport,11
0017-DINOC,2024-06-15 17:35:07,StreamingTV,9
0017-DINOC,2024-06-19 01:13:13,StreamingTV,7
0017-DINOC,2024-06-23 13:45:36,OnlineSecurity,9
0017-DINOC,2024-06-25 22:24:04,OnlineSecurity,3
0017-DINOC,2024-06-28 03:11:31,StreamingTV,5
0017-IUDMW,2024-04-02 10:33:10,TechSupport,9
0017-IUDMW,2024-04-06 14:57:10,OnlineBackup,6
0017-IUDMW,2024-04-12 05:57:06,TechSupport,4
0017-IUDMW,2024-04-15 02:46:16,OnlineSecurity,12
0017-IUDMW,2024-04-16 07:48:51,DeviceProtection,7
0017-IUDMW,2024-04-16 11:57:43,DeviceProtection,10
0017-IUDMW,2024-04-17 11:13:58,StreamingTV,11
0017-IUDMW,2024-04-17 11:36:31,TechSupport,7
0017-IUDMW,2024-04-18 17:47:47,DeviceProtection,5
0017-IUDMW,2024-04-19 06:32:53,OnlineBackup,8
0017-IUDMW,2024-04-20 04:20:31,StreamingMovies,5
0017-IUDMW,2024-04-21 23:03:42,OnlineBackup,5
0017-IUDMW,2024-04-22 00:17:01,TechSupport,8
0017-IUDMW,2024-04-26 02:31:37,OnlineSecurity,7
0017-IUDMW,2024-04-30 21:14:46,DeviceProtection,6
0017-IUDMW,2024-05-02 17:06:48,OnlineBackup,8
0017-IUDMW,2024-05-03 11:48:18,TechSupport,8
0017-IUDMW,2024-05-10 03:38:59,StreamingMovies,8
0017-IUDMW,2024-05-15 14:23:09,DeviceProtection,10
0017-IUDMW,2024-05-17 06:33:48,OnlineBackup,10
0017-IUDMW,2024-05-18 20:59:12,StreamingMovies,3
0017-IUDMW,2024-05-20 13:35:34,StreamingMovies,5
0017-IUDMW,2024-05-22 04:45:18,StreamingMovies,11
0017-IUDMW,2024-05-24 00:05:02,DeviceProtection,6
0017-IUDMW,2024-05-25 01:58:36,TechSupport,7
0017-IUDMW,2024-05-25 23:26:20,OnlineBackup,10
0017-IUDMW,2024-05-28 05:27:07,OnlineBackup,6
0017-IUDMW,2024-05-28 10:15:15,TechSupport,10
0017-IUDMW,2024-05-28 18:36:48,OnlineBackup,2
0017-IUDMW,2024-05-30 21:25:12,StreamingTV,6
0017-IUDMW,2024-05-31 16:21:43,StreamingTV,6
0017-IUDMW,2024-06-01 23:38:17,StreamingMovies,5
0017-IUDMW,2024-06-03 11:13:26,StreamingMovies,7
0017-IUDMW,2024-06-04 07:47:37,OnlineSecurity,9
0017-IUDMW,2024-06-04 11:14:24,OnlineSecurity,8
0017-IUDMW,2024-06-06 22:14:10,StreamingMovies,6
0017-IUDMW,2024-06-08 15:42:39,OnlineSecurity,6
0017-IUDMW,2024-06-09 08:22:45,StreamingMovies,9
0017-IUDMW,2024-06-10 04:07:51,OnlineSecurity,7
0017-IUDMW,2024-06-10 17:54:14,StreamingMovies,9
0017-IUDMW,2024-06-14 23:52:17,StreamingTV,5
0017-IUDMW,2024-06-15 17:43:54,OnlineSecurity,7
0017-IUDMW,2024-06-16 21:08:09,DeviceProtection,8
0017-IUDMW,2024-06-18 08:37:11,DeviceProtection,7
0017-IUDMW,2024-06-19 14:25:07,StreamingMovies,3
0017-IUDMW,2024-06-20 17:00:53,OnlineBackup,7
0017-IUDMW,2024-06-21 15:16:49,DeviceProtection,5
0017-IUDMW,2024-06-21 22:24:34,OnlineBackup,4
0017-IUDMW,2024-06-22 09:08:45,OnlineBackup,4
0017-IUDMW,2024-06-23 06:51:51,StreamingMovies,7
0017-IUDMW,2024-06-23 08:38:01,OnlineBackup,7
0017-IUDMW,2024-06-23 19:56:27,StreamingMovies,7
0017-IUDMW,2024-06-24 19:52:43,StreamingTV,7
0017-IUDMW,2024-06-25 05:52:48,DeviceProtection,6
0017-IUDMW,2024-06-25 07:10:35,OnlineBackup,7
0017-IUDMW,2024-06-25 18:12:57,DeviceProtection,4
0017-IUDMW,2024-06-26 00:06:15,StreamingTV,11
0017-IUDMW,2024-06-26 12:51:52,OnlineSecurity,5
0017-IUDMW,2024-06-29 09:16:29,OnlineSecurity,6
0017-IUDMW,2024-06-30 16:49:35,TechSupport,11
0019-EFAEP,2024-04-04 19:58:16,StreamingTV,5
0019-EFAEP,2024-04-05 23:00:02,OnlineBackup,7
0019-EFAEP,2024-04-07 20:19:05,DeviceProtection,9
0019-EFAEP,2024-04-13 00:40:38,OnlineBackup,6
0019-EFAEP,2024-04-18 06:04:04,OnlineBackup,4
0019-EFAEP,2024-04-23 14:42:44,StreamingTV,3
0019-EFAEP,2024-05-01 08:07:09,DeviceProtection,8
0019-EFAEP,2024-05-04 09:59:06,StreamingTV,4
0019-EFAEP,2024-05-05 20:27:37,StreamingTV,10
0019-EFAEP,2024-05-08 06:40:41,DeviceProtection,4
0019-EFAEP,2024-05-18 23:38:37,DeviceProtection,7
0019-EFAEP,2024-05-21 08:25:47,DeviceProtection,6
0019-EFAEP,2024-05-22 20:51:07,OnlineBackup,11
0019-EFAEP,2024-05-23 18:49:35,StreamingTV,3
0019-EFAEP,2024-05-29 13:31:02,OnlineSecurity,8
0019-EFAEP,2024-05-29 21:50:53,OnlineBackup,7
0019-EFAEP,2024-05-30 17:03:49,DeviceProtection,7
0019-EFAEP,2024-05-31 14:57:07,DeviceProtection,10
0019-EFAEP,2024-06-01 03:46:19,OnlineBackup,5
0019-EFAEP,2024-06-01 04:32:17,OnlineSecurity,7
0019-EFAEP,2024-06-03 08:42:06,OnlineBackup,9
0019-EFAEP,2024-06-05 13:56:19,OnlineSecurity,8
0019-EFAEP,2024-06-06 07:40:53,OnlineBackup,2
0019-EFAEP,2024-06-08 18:06:24,OnlineSecurity,6
0019-EFAEP,2024-06-13 02:13:12,StreamingTV,6
0019-EFAEP,2024-06-13 13:07:46,OnlineBackup,5
0019-EFAEP,2024-06-18 09:52:53,OnlineBackup,11
0019-EFAEP,2024-06-19 01:27:18,OnlineBackup,12
0019-EFAEP,2024-06-21 03:08:14,OnlineSecurity,2
0019-EFAEP,2024-06-25 06:27:12,OnlineBackup,9
0019-EFAEP,2024-06-27 00:35:18,OnlineBackup,4
0019-EFAEP,2024-06-29 23:16:36,StreamingTV,4
0019-EFAEP,2024-06-30 07:03:49,OnlineSecurity,3
0019-GFNTW,2024-04-03 03:01:45,TechSupport,6
0019-GFNTW,2024-04-10 02:19:41,OnlineSecurity,9
0019-GFNTW,2024-04-13 23:56:02,OnlineSecurity,10
0019-GFNTW,2024-04-15 23:04:33,OnlineSecurity,6
0019-GFNTW,2024-04-16 05:54:41,TechSupport,6
0019-GFNTW,2024-04-18 22:54:43,DeviceProtection,9
0019-GFNTW,2024-04-22 08:10:35,OnlineSecurity,5
0019-GFNTW,2024-04-24 23:39:39,OnlineSecurity,9
0019-GFNTW,2024-04-25 09:33:13,OnlineSecurity,7
0019-GFNTW,2024-04-30 19:50:44,OnlineBackup,4
0019-GFNTW,2024-05-01 23:44:04,OnlineBackup,6
0019-GFNTW,2024-05-02 22:22:51,OnlineSecurity,5
0019-GFNTW,2024-05-06 07:50:26,OnlineSecurity,11
0019-GFNTW,2024-05-07 03:33:32,TechSupport,4
0019-GFNTW,2024-05-08 14:53:51,TechSupport,12
0019-GFNTW,2024-05-09 02:02:58,DeviceProtection,4
0019-GFNTW,2024-05-09 20:46:54,DeviceProtection,4
0019-GFNTW,2024-05-16 02:58:05,OnlineBackup,5
0019-GFNTW,2024-05-16 10:37:41,DeviceProtection,11
0019-GFNTW,2024-05-19 02:21:51,OnlineBackup,9
0019-GFNTW,2024-05-19 19:28:08,OnlineBackup,8
0019-GFNTW,2024-05-25 12:44:27,TechSupport,6
0019-GFNTW,2024-05-28 02:21:03,TechSupport,5
0019-GFNTW,2024-05-28 05:45:01,DeviceProtection,11
0019-GFNTW,2024-06-03 04:20:03,OnlineBackup,4
0019-GFNTW,2024-06-05 08:44:03,TechSupport,4
0019-GFNTW,2024-06-07 02:43:53,OnlineBackup,11
0019-GFNTW,2024-06-10 12:37:11,OnlineBackup,7
0019-GFNTW,2024-06-15 14:25:29,TechSupport,7
0019-GFNTW,2024-06-16 11:16:42,TechSupport,8
0019-GFNTW,2024-06-16 17:06:15,OnlineSecurity,9
0019-GFNTW,2024-06-17 02:16:25,OnlineBackup,9
0019-GFNTW,2024-06-19 08:13:50,TechSupport,8
0019-GFNTW,2024-06-20 18:36:19,DeviceProtection,6
0019-GFNTW,2024-06-24 00:09:43,DeviceProtection,8
0019-GFNTW,2024-06-25 10:05:49,OnlineSecurity,7
0019-GFNTW,2024-06-26 05:48:21,OnlineBackup,7
0019-GFNTW,2024-06-26 07:44:00,OnlineSecurity,5
0019-GFNTW,2024-06-27 02:30:05,TechSupport,5
0019-GFNTW,2024-06-27 09:40:31,OnlineBackup,10
0019-GFNTW,2024-06-30 13:00:04,DeviceProtection,6
0020-INWCK,2024-04-02 08:35:58,DeviceProtection,7
0020-INWCK,2024-04-07 12:53:02,StreamingMovies,9
0020-INWCK,2024-04-08 21:17:52,OnlineBackup,7
0020-INWCK,2024-04-10 14:48:19,DeviceProtection,6
0020-INWCK,2024-04-13 22:13:56,DeviceProtection,3
0020-INWCK,2024-04-17 13:15:00,OnlineBackup,3
0020-INWCK,2024-04-17 18:43:10,StreamingMovies,4
0020-INWCK,2024-04-22 15:16:50,StreamingMovies,3
0020-INWCK,2024-04-23 02:31:31,DeviceProtection,8
0020-INWCK,2024-04-27 10:36:23,OnlineBackup,8
0020-INWCK,2024-04-27 21:59:05,DeviceProtection,11
0020-INWCK,2024-05-01 10:20:25,DeviceProtection,5
0020-INWCK,2024-05-02 23:54:19,StreamingMovies,8
0020-INWCK,2024-05-07 22:43:25,StreamingMovies,10
0020-INWCK,2024-05-15 15:04:05,DeviceProtection,8
0020-INWCK,2024-05-18 00:24:25,StreamingMovies,7
0020-INWCK,2024-05-18 02:50:43,StreamingMovies,14
0020-INWCK,2024-05-20 06:15:21,OnlineBackup,6
0020-INWCK,2024-05-25 14:05:02,StreamingMovies,8
0020-INWCK,2024-05-27 03:28:34,DeviceProtection,8
0020-INWCK,2024-05-29 00:40:32,OnlineBackup,6
0020-INWCK,2024-05-30 15:22:19,DeviceProtection,7
0020-INWCK,2024-05-31 14:21:46,StreamingMovies,8
0020-INWCK,2024-05-31 22:19:26,DeviceProtection,8
0020-INWCK,2024-06-08 10:04:18,StreamingMovies,6
0020-INWCK,2024-06-08 12:22:44,OnlineBackup,12
0020-INWCK,2024-06-11 17:43:13,DeviceProtection,5
0020-INWCK,2024-06-19 03:04:17,StreamingMovies,5
0020-INWCK,2024-06-29 00:58:51,StreamingMovies,7
0020-JDNXP,2024-04-02 17:18:26,TechSupport,4
0020-JDNXP,2024-04-02 18:24:47,OnlineSecurity,6
0020-JDNXP,2024-04-02 21:37:36,OnlineSecurity,9
0020-JDNXP,2024-04-03 17:18:49,StreamingMovies,4
0020-JDNXP,2024-04-10 18:24:47,StreamingTV,4
0020-JDNXP,2024-04-11 00:26:50,TechSupport,3
0020-JDNXP,2024-04-11 18:47:16,OnlineSecurity,8
0020-JDNXP,2024-04-12 06:03:39,OnlineSecurity,9
0020-JDNXP,2024-04-13 14:00:14,DeviceProtection,7
0020-JDNXP,2024-04-17 08:58:41,StreamingTV,9
0020-JDNXP,2024-04-20 00:04:18,StreamingTV,7
0020-JDNXP,2024-04-23 06:57:39,OnlineSecurity,4
0020-JDNXP,2024-04-23 12:39:08,TechSupport,7
0020-JDNXP,2024-04-24 12:15:09,StreamingMovies,5
0020-JDNXP,2024-04-28 04:35:39,TechSupport,7
