customer_id,tenure,monthly_charges,contract,payment_method,internet_service,senior_citizen,partner,dependents,num_addons_active,total_logins_90d,recent_30d_vs_older_60d_ratio,avg_session_duration_recent_30d,num_tickets,pct_unresolved,avg_resolution_time_hours,avg_usage_count
3714-NTNFO,49,84.5,Month-to-month,Electronic check,Fiber optic,0,No,No,1,25,0.7857142857142857,479.72727272727275,1,0.0,10.76,7.555555555555555
5948-UJZLF,2,49.25,Month-to-month,Mailed check,DSL,0,No,No,1,12,0.09090909090909091,214.0,2,0.5,15.41,8.916666666666666
7760-OYPDY,2,80.65,Month-to-month,Electronic check,Fiber optic,0,No,No,1,11,0.375,378.0,2,0.5,9.59,3.5714285714285716
7639-LIAYI,52,79.75,Two year,Credit card (automatic),DSL,0,No,No,4,28,0.4,241.625,1,1.0,0.0,8.066666666666666
2954-PIBKO,69,64.15,Two year,Credit card (automatic),DSL,0,Yes,Yes,3,23,0.15,726.0,1,1.0,0.0,13.5
8012-SOUDQ,43,90.25,Month-to-month,Electronic check,Fiber optic,1,No,No,2,24,0.4117647058823529,410.14285714285717,5,0.8,13.68,20.076923076923077
9420-LOJKX,15,99.1,Month-to-month,Credit card (automatic),Fiber optic,0,No,No,4,15,0.6666666666666666,377.6666666666667,3,0.3333333333333333,38.465,3.9166666666666665
6575-SUVOI,25,69.5,Month-to-month,Credit card (automatic),DSL,1,Yes,No,3,18,0.058823529411764705,216.0,1,1.0,0.0,5.964285714285714
7495-OOKFY,8,80.65,Month-to-month,Credit card (automatic),Fiber optic,1,Yes,No,1,29,0.5263157894736842,712.2,0,0.0,0.0,5.333333333333333
4667-QONEA,60,74.85,One year,Credit card (automatic),DSL,1,Yes,Yes,5,19,0.26666666666666666,343.5,1,1.0,0.0,2.5813953488372094
1658-BYGOY,18,95.45,Month-to-month,Electronic check,Fiber optic,1,No,No,2,27,0.5,297.44444444444446,2,0.0,8.385,8.6
8769-KKTPH,63,99.65,One year,Credit card (automatic),Fiber optic,0,Yes,Yes,3,30,0.42857142857142855,558.4444444444445,1,1.0,0.0,4.275862068965517
5067-XJQFU,66,108.45,One year,Electronic check,Fiber optic,1,Yes,Yes,5,16,0.6,443.3333333333333,0,0.0,0.0,22.68
3957-SQXML,34,24.95,Two year,Credit card (automatic),No,0,Yes,Yes,0,23,0.9166666666666666,456.09090909090907,0,0.0,0.0,0.0
5954-BDFSG,72,107.5,Two year,Credit card (automatic),Fiber optic,0,No,No,4,14,0.5555555555555556,544.6,2,0.5,3.19,8.678571428571429
0434-CSFON,47,100.5,Month-to-month,Electronic check,Fiber optic,0,Yes,No,3,21,0.5,497.85714285714283,5,0.0,4.51,3.238095238095238
1215-FIGMP,60,89.9,Month-to-month,Bank transfer (automatic),Fiber optic,0,No,No,2,21,0.23529411764705882,204.75,0,0.0,0.0,6.1923076923076925
0526-SXDJP,72,42.1,Two year,Bank transfer (automatic),DSL,0,Yes,No,3,10,1.0,598.2,3,0.3333333333333333,1.37,6.9523809523809526
0557-ASKVU,18,54.4,One year,Credit card (automatic),DSL,0,Yes,Yes,2,18,1.0,504.44444444444446,3,0.3333333333333333,6.61,5.714285714285714
5698-BQJOH,9,94.4,Month-to-month,Electronic check,Fiber optic,0,No,No,2,12,0.5,485.75,4,0.5,17.935000000000002,2.5
5122-CYFXA,3,75.3,Month-to-month,Electronic check,DSL,0,No,No,4,15,0.875,571.2857142857143,1,0.0,11.6,9.36
8627-ZYGSZ,47,78.9,One year,Electronic check,Fiber optic,0,Yes,No,1,28,1.0,609.6428571428571,1,1.0,0.0,6.333333333333333
3410-YOQBQ,31,79.2,Two year,Mailed check,DSL,0,No,No,5,23,0.2777777777777778,383.2,1,0.0,7.99,5.365853658536586
3170-NMYVV,50,20.15,Two year,Bank transfer (automatic),No,0,Yes,Yes,0,23,0.5333333333333333,459.125,0,0.0,0.0,0.0
7410-OIEDU,10,79.85,Month-to-month,Mailed check,Fiber optic,0,No,No,2,23,0.5333333333333333,241.875,3,0.0,5.79,5.0
2273-QCKXA,1,49.05,Month-to-month,Mailed check,DSL,0,No,No,1,30,0.25,612.3333333333334,2,1.0,0.0,17.076923076923077
0731-EBJQB,52,20.4,One year,Electronic check,No,0,Yes,Yes,0,29,0.5263157894736842,307.9,0,0.0,0.0,0.0
1891-QRQSA,64,111.6,Two year,Bank transfer (automatic),Fiber optic,1,Yes,Yes,5,21,0.6153846153846154,468.25,2,0.0,10.75,5.804878048780488
8028-PNXHQ,62,24.25,Two year,Bank transfer (automatic),No,0,Yes,Yes,0,17,0.5454545454545454,523.6666666666666,0,0.0,0.0,0.0
5630-AHZIL,3,64.5,Month-to-month,Bank transfer (automatic),DSL,0,No,Yes,3,26,0.3684210526315789,521.2857142857143,2,0.0,8.67,20.107142857142858
2673-CXQEU,56,110.5,One year,Electronic check,Fiber optic,1,No,No,5,23,0.15,656.3333333333334,0,0.0,0.0,4.485714285714286
6416-JNVRK,46,55.65,One year,Credit card (automatic),DSL,0,No,No,1,30,0.36363636363636365,422.25,0,0.0,0.0,17.363636363636363
5590-ZSKRV,8,54.65,Month-to-month,Mailed check,DSL,0,Yes,Yes,2,11,0.8333333333333334,661.2,2,1.0,0.0,3.8636363636363638
0191-ZHSKZ,30,74.75,Month-to-month,Electronic check,DSL,1,No,No,4,16,0.6,396.1666666666667,3,0.0,10.273333333333333,3.21875
3887-PBQAO,45,25.9,One year,Credit card (automatic),No,0,Yes,Yes,0,27,0.2857142857142857,322.8333333333333,1,0.0,13.74,0.0
5919-TMRGD,1,79.35,Month-to-month,Electronic check,Fiber optic,0,No,Yes,1,22,0.6923076923076923,403.1111111111111,1,0.0,8.95,6.666666666666667
8108-UXRQN,11,50.55,Month-to-month,Electronic check,DSL,0,Yes,Yes,3,27,0.35,537.8571428571429,1,0.0,5.2,10.884615384615385
9191-MYQKX,7,75.15,Month-to-month,Bank transfer (automatic),Fiber optic,0,Yes,No,1,19,0.35714285714285715,278.6,5,0.4,45.593333333333334,4.833333333333333
9919-YLNNG,42,103.8,Month-to-month,Bank transfer (automatic),Fiber optic,0,No,No,5,11,0.0,0.0,0,0.0,0.0,2.55
0318-ZOPWS,49,20.15,Two year,Bank transfer (automatic),No,0,Yes,No,0,19,0.5833333333333334,305.14285714285717,0,0.0,0.0,0.0
4445-ZJNMU,9,99.3,Month-to-month,Credit card (automatic),Fiber optic,0,No,No,3,14,0.2727272727272727,426.3333333333333,5,0.0,12.326,11.590909090909092
4808-YNLEU,35,62.15,One year,Bank transfer (automatic),DSL,0,Yes,No,2,25,0.13636363636363635,480.3333333333333,3,0.3333333333333333,40.525,2.4
1862-QRWPE,48,20.65,Two year,Bank transfer (automatic),No,0,Yes,Yes,0,12,0.7142857142857143,733.8,1,0.0,9.01,0.0
2796-NNUFI,46,19.95,Two year,Mailed check,No,0,Yes,Yes,0,20,0.25,479.5,0,0.0,0.0,0.0
3016-KSVCP,29,33.75,Month-to-month,Mailed check,DSL,0,Yes,No,1,29,0.5263157894736842,737.3,0,0.0,0.0,6.8
4767-HZZHQ,30,82.05,Month-to-month,Bank transfer (automatic),Fiber optic,0,Yes,Yes,2,10,0.0,0.0,2,0.0,14.044999999999998,4.111111111111111
2424-WVHPL,1,74.7,Month-to-month,Electronic check,Fiber optic,1,No,No,1,27,0.5882352941176471,468.9,1,0.0,18.91,8.545454545454545
7233-PAHHL,66,84.0,Two year,Mailed check,DSL,0,Yes,Yes,5,15,0.15384615384615385,230.5,0,0.0,0.0,8.454545454545455
6067-NGCEU,65,111.05,Month-to-month,Credit card (automatic),Fiber optic,0,No,No,5,29,1.2307692307692308,696.625,2,0.0,3.05,8.58
9848-JQJTX,72,100.9,Two year,Bank transfer (automatic),Fiber optic,0,No,No,4,29,0.2608695652173913,604.8333333333334,2,1.0,0.0,10.289473684210526
8637-XJIVR,12,78.95,Month-to-month,Electronic check,Fiber optic,0,No,No,1,11,0.8333333333333334,325.4,4,0.0,39.005,6.6
9803-FTJCG,71,66.85,One year,Credit card (automatic),DSL,0,Yes,Yes,3,29,0.9333333333333333,660.8571428571429,1,0.0,4.02,6.8125
0278-YXOOG,5,21.05,Month-to-month,Mailed check,No,0,No,No,0,14,0.5555555555555556,895.6,1,0.0,12.11,0.0
3212-KXOCR,52,21.0,Two year,Bank transfer (automatic),No,0,No,No,0,30,0.36363636363636365,429.75,0,0.0,0.0,0.0
4598-XLKNJ,25,98.5,Month-to-month,Electronic check,Fiber optic,1,Yes,No,4,24,0.3333333333333333,278.8333333333333,1,0.0,9.92,3.2333333333333334
6380-ARCEH,1,20.2,Month-to-month,Mailed check,No,0,No,No,0,17,0.5454545454545454,407.6666666666667,1,0.0,8.05,0.0
3679-XASPY,1,19.45,Month-to-month,Electronic check,No,0,Yes,Yes,0,24,1.4,558.6428571428571,3,0.0,6.4433333333333325,0.0
7123-WQUHX,38,95.0,One year,Bank transfer (automatic),Fiber optic,0,No,No,3,24,0.4117647058823529,458.0,1,0.0,12.2,6.2272727272727275
5386-THSLQ,66,45.55,One year,Bank transfer (automatic),DSL,1,Yes,No,3,18,0.38461538461538464,537.6,4,0.25,4.8,4.354838709677419
3192-NQECA,68,110.0,Two year,Bank transfer (automatic),Fiber optic,0,Yes,No,5,26,0.4444444444444444,340.625,1,0.0,22.07,4.068965517241379
6180-YBIQI,5,24.3,Month-to-month,Mailed check,DSL,0,No,No,0,15,0.875,631.0,1,0.0,18.31,0.0
6728-DKUCO,72,104.15,One year,Electronic check,Fiber optic,0,Yes,Yes,4,17,0.3076923076923077,415.25,2,0.0,47.09,12.857142857142858
9750-BOOHV,32,30.15,One year,Mailed check,DSL,0,No,No,1,14,0.07692307692307693,298.0,3,0.3333333333333333,6.545,3.6363636363636362
8597-CWYHH,43,94.35,One year,Mailed check,Fiber optic,0,No,No,2,11,0.1,306.0,0,0.0,0.0,2.533333333333333
2848-YXSMW,72,19.4,Two year,Credit card (automatic),No,0,Yes,Yes,0,27,0.8,460.1666666666667,2,0.5,2.85,0.0
0486-HECZI,55,96.75,Month-to-month,Electronic check,Fiber optic,0,Yes,No,3,22,0.2222222222222222,434.25,2,0.5,9.19,5.764705882352941
4549-ZDQYY,52,57.95,One year,Credit card (automatic),DSL,0,No,No,3,10,0.6666666666666666,389.25,2,0.5,3.75,5.366666666666666
5712-AHQNN,43,91.65,Month-to-month,Electronic check,Fiber optic,0,No,No,3,11,0.375,455.3333333333333,2,0.0,4.76,4.5
4846-WHAFZ,37,76.5,Month-to-month,Electronic check,Fiber optic,1,Yes,No,0,18,0.38461538461538464,478.4,1,1.0,0.0,0.0
5256-SKJGO,64,54.6,Two year,Electronic check,DSL,0,Yes,Yes,4,17,0.13333333333333333,573.0,1,1.0,0.0,5.0
3071-VBYPO,3,89.85,Month-to-month,Electronic check,Fiber optic,0,Yes,Yes,3,20,0.25,676.75,4,0.0,3.51,11.0
9560-BBZXK,36,31.05,Two year,Bank transfer (automatic),DSL,0,No,No,1,11,2.6666666666666665,334.125,0,0.0,0.0,4.166666666666667
5299-RULOA,10,100.25,Month-to-month,Electronic check,Fiber optic,0,Yes,Yes,3,21,0.6153846153846154,694.125,0,0.0,0.0,3.6
8402-OOOHJ,41,20.65,Two year,Mailed check,No,0,No,No,0,23,0.5333333333333333,539.0,0,0.0,0.0,0.0
9445-ZUEQE,27,85.2,Month-to-month,Credit card (automatic),Fiber optic,0,Yes,Yes,2,12,0.5,998.75,1,1.0,0.0,9.470588235294118
1091-SOZGA,56,99.8,One year,Credit card (automatic),Fiber optic,0,Yes,Yes,3,16,0.23076923076923078,462.3333333333333,4,0.25,8.54,12.96774193548387
2928-HLDBA,6,20.7,Month-to-month,Mailed check,No,0,No,No,0,26,0.625,423.6,1,0.0,4.79,0.0
0404-SWRVG,3,74.4,Month-to-month,Electronic check,Fiber optic,0,No,No,0,21,0.9090909090909091,581.2,1,1.0,0.0,0.0
6497-TILVL,7,50.7,Month-to-month,Mailed check,DSL,0,Yes,Yes,1,24,0.3333333333333333,584.1666666666666,1,0.0,3.93,5.0
7219-TLZHO,4,20.85,Month-to-month,Mailed check,No,0,Yes,Yes,0,30,0.25,645.6666666666666,0,0.0,0.0,0.0
4622-YNKIJ,33,88.95,Two year,Electronic check,Fiber optic,0,No,No,3,29,0.3181818181818182,273.2857142857143,2,0.5,4.61,4.275862068965517
4412-YLTKF,27,78.05,Month-to-month,Electronic check,Fiber optic,1,No,No,1,12,0.3333333333333333,523.6666666666666,1,1.0,0.0,3.0
6734-PSBAW,72,23.55,Two year,Bank transfer (automatic),No,0,Yes,No,0,17,0.3076923076923077,700.75,0,0.0,0.0,0.0
3930-ZGWVE,1,19.75,Month-to-month,Mailed check,No,0,No,No,0,20,0.3333333333333333,478.2,1,0.0,5.36,0.0
2639-UGMAZ,71,56.45,One year,Electronic check,DSL,1,No,No,4,24,0.5,376.0,2,0.5,13.09,3.3214285714285716
2876-GZYZC,13,85.95,Month-to-month,Electronic check,Fiber optic,0,No,No,1,30,0.25,382.3333333333333,0,0.0,0.0,12.6
6207-WIOLX,25,58.6,Month-to-month,Credit card (automatic),DSL,0,Yes,Yes,5,28,0.5555555555555556,457.8,2,1.0,0.0,2.8285714285714287
8587-XYZSF,67,50.55,Two year,Bank transfer (automatic),DSL,0,No,No,1,23,0.4375,395.7142857142857,2,0.0,4.8100000000000005,6.333333333333333
3091-FYHKI,1,35.45,Month-to-month,Electronic check,DSL,0,No,No,1,24,0.2631578947368421,606.4,0,0.0,0.0,4.6
2372-HWUHI,2,44.35,Month-to-month,Electronic check,DSL,0,No,No,0,26,1.0,493.2307692307692,2,0.5,16.95,0.0
7799-LGRDP,43,25.7,Two year,Credit card (automatic),No,0,No,No,0,16,0.6,566.6666666666666,0,0.0,0.0,0.0
7850-VWJUU,23,75.0,Month-to-month,Bank transfer (automatic),Fiber optic,0,No,No,1,11,0.5714285714285714,299.5,4,0.5,18.815,5.384615384615385
3774-VBNXY,64,20.2,Two year,Mailed check,No,0,Yes,Yes,0,26,1.3636363636363635,596.4666666666667,1,0.0,15.01,0.0
6217-KDYWC,57,19.6,Two year,Mailed check,No,0,No,Yes,0,20,0.8181818181818182,610.0,1,0.0,5.46,0.0
0390-DCFDQ,1,70.45,Month-to-month,Mailed check,Fiber optic,1,Yes,No,0,23,0.15,505.0,1,0.0,15.27,0.0
3146-MSEGF,72,88.05,Two year,Credit card (automatic),DSL,1,Yes,Yes,6,17,0.3076923076923077,327.25,2,0.5,15.4,1.6153846153846154
4080-OGPJL,8,71.15,Month-to-month,Electronic check,DSL,0,No,No,3,18,0.38461538461538464,489.2,2,0.0,10.165,3.4166666666666665
1095-WGNGG,61,101.05,Two year,Bank transfer (automatic),Fiber optic,0,Yes,No,3,26,0.3,670.1666666666666,1,0.0,5.57,3.2666666666666666
2636-SJDOU,64,84.3,One year,Credit card (automatic),Fiber optic,0,No,No,2,28,0.75,776.75,3,1.0,0.0,2.5
1131-QQZEB,71,23.95,Two year,Bank transfer (automatic),No,1,Yes,No,0,28,0.5555555555555556,464.3,1,0.0,3.95,0.0
5716-EZXZN,65,99.05,Two year,Credit card (automatic),Fiber optic,0,Yes,Yes,4,15,0.6666666666666666,929.1666666666666,1,1.0,0.0,4.894736842105263
6837-BJYDQ,3,19.6,One year,Mailed check,No,0,No,No,0,29,0.38095238095238093,560.125,2,0.5,2.44,0.0
2135-RXIHG,1,45.65,Month-to-month,Electronic check,DSL,0,No,No,0,24,0.2,365.75,1,0.0,28.68,0.0
6440-DKQGE,30,64.5,One year,Credit card (automatic),DSL,0,No,Yes,3,28,0.47368421052631576,585.3333333333334,5,0.2,7.76,3.1666666666666665
3466-BYAVD,15,69.5,Month-to-month,Mailed check,DSL,0,Yes,Yes,4,28,0.47368421052631576,347.0,0,0.0,0.0,6.303030303030303
3780-YVMFA,8,68.55,Month-to-month,Electronic check,DSL,0,Yes,Yes,3,20,0.8181818181818182,479.6666666666667,2,0.0,7.18,4.04
3874-EQOEP,7,95.0,Month-to-month,Mailed check,Fiber optic,0,No,No,2,12,0.5,626.25,1,1.0,0.0,3.0833333333333335
1679-JRFBR,70,108.15,One year,Credit card (automatic),Fiber optic,0,Yes,Yes,5,13,0.625,316.6,0,0.0,0.0,7.131578947368421
9073-ZZIAY,62,86.1,Two year,Electronic check,DSL,0,Yes,Yes,6,10,0.25,275.5,0,0.0,0.0,6.440677966101695
3077-RSNTJ,6,19.7,Month-to-month,Mailed check,No,0,Yes,Yes,0,29,0.5263157894736842,281.1,3,0.3333333333333333,8.265,0.0
6551-GNYDG,14,80.9,Month-to-month,Bank transfer (automatic),Fiber optic,0,Yes,Yes,1,16,0.23076923076923078,577.6666666666666,2,0.5,5.68,4.0
9167-APMXZ,22,84.15,Month-to-month,Bank transfer (automatic),Fiber optic,0,No,No,1,22,0.4666666666666667,870.0,3,0.0,32.370000000000005,8.75
2749-CTKAJ,22,20.15,One year,Mailed check,No,0,Yes,Yes,0,16,0.7777777777777778,365.0,2,0.0,5.165,0.0
6371-NZYEG,16,64.25,Two year,Mailed check,DSL,0,Yes,Yes,3,24,0.3333333333333333,426.3333333333333,2,0.0,6.885,3.393939393939394
7554-NEWDD,10,25.7,Two year,Bank transfer (automatic),No,0,No,No,0,14,0.07692307692307693,559.0,2,0.0,10.379999999999999,0.0
8992-VONJD,13,56.0,Month-to-month,Electronic check,DSL,0,No,Yes,2,27,0.9285714285714286,492.9230769230769,3,0.6666666666666666,8.46,4.777777777777778
0867-MKZVY,20,82.4,Month-to-month,Electronic check,Fiber optic,0,Yes,No,1,30,0.42857142857142855,465.0,2,1.0,0.0,5.111111111111111
4482-EWFMI,2,69.7,Month-to-month,Electronic check,Fiber optic,0,No,No,0,23,0.7692307692307693,581.6,3,0.3333333333333333,11.165000000000001,0.0
4648-YPBTM,53,73.9,Two year,Bank transfer (automatic),DSL,0,No,No,4,29,0.6111111111111112,498.0,0,0.0,0.0,2.8
2907-ILJBN,11,20.6,One year,Mailed check,No,0,Yes,Yes,0,16,1.2857142857142858,507.77777777777777,0,0.0,0.0,0.0
6345-FZOQH,69,19.9,Two year,Mailed check,No,0,Yes,No,0,18,0.6363636363636364,268.85714285714283,2,0.0,6.775,0.0
3376-BMGFE,4,70.9,Month-to-month,Bank transfer (automatic),Fiber optic,0,No,No,0,23,0.7692307692307693,465.3,2,1.0,0.0,0.0
5997-OPVFA,72,89.05,Two year,Bank transfer (automatic),DSL,0,Yes,No,6,25,0.25,623.6,0,0.0,0.0,12.692307692307692
3445-HXXGF,58,45.3,Month-to-month,Electronic check,DSL,1,Yes,No,3,23,1.0909090909090908,470.9166666666667,0,0.0,0.0,4.294117647058823
1159-WFSGR,16,20.4,Month-to-month,Electronic check,No,0,Yes,Yes,0,24,0.7142857142857143,421.1,1,0.0,10.01,0.0
7654-YWJUF,43,84.25,One year,Bank transfer (automatic),Fiber optic,0,Yes,No,3,22,0.5714285714285714,565.625,0,0.0,0.0,6.076923076923077
1875-QIVME,2,104.4,Month-to-month,Electronic check,Fiber optic,0,Yes,No,4,14,0.75,424.1666666666667,1,0.0,2.93,6.88
6727-IOTLZ,14,81.95,Two year,Mailed check,DSL,0,Yes,No,5,26,0.5294117647058824,647.0,1,0.0,4.7,5.372549019607843
0691-JVSYA,53,94.85,One year,Bank transfer (automatic),Fiber optic,0,Yes,No,3,15,0.5,442.0,5,0.6,3.7199999999999998,4.3
5918-VUKWP,32,20.55,One year,Bank transfer (automatic),No,0,No,No,0,17,0.4166666666666667,678.4,2,0.0,3.59,0.0
1744-JHKYS,34,24.7,Month-to-month,Electronic check,No,0,Yes,No,0,13,0.625,347.0,2,0.0,12.43,0.0
2656-FMOKZ,15,74.45,Month-to-month,Mailed check,Fiber optic,1,No,No,0,25,1.0833333333333333,486.61538461538464,3,0.6666666666666666,67.88,0.0
2070-FNEXE,7,76.45,Month-to-month,Bank transfer (automatic),Fiber optic,1,No,No,1,14,1.0,609.7142857142857,2,0.0,35.46,4.5
5947-SGKCL,15,105.35,Month-to-month,Bank transfer (automatic),Fiber optic,0,Yes,Yes,4,26,0.7333333333333333,633.0909090909091,2,0.0,13.68,5.214285714285714
3712-PKXZA,61,20.55,One year,Credit card (automatic),No,0,Yes,No,0,24,0.4117647058823529,494.14285714285717,1,0.0,2.14,0.0
6317-YPKDH,1,29.95,Month-to-month,Bank transfer (automatic),DSL,0,No,No,1,17,0.13333333333333333,728.0,3,0.0,59.52,8.285714285714286
6582-OIVSP,1,45.3,Month-to-month,Mailed check,DSL,0,No,No,0,26,1.0,474.3076923076923,2,0.5,9.56,0.0
9367-WXLCH,8,84.5,Month-to-month,Bank transfer (automatic),Fiber optic,0,No,No,1,13,0.08333333333333333,832.0,2,1.0,0.0,7.666666666666667
